SID|DEPT_DIV|COURSE_NUM|Grade|Year|Quarter|CR|Date
S009226170|MUSC|118|2.5|2010-2011|Winter|2|1/11/2011
S009226178|MATH|90|4|2009-2010|Spring|5|5/25/2010
S009226178|ENGL&|101|3.8|2009-2010|Spring|5|5/25/2010
S009226178|DANCE|135|3.7|2009-2010|Spring|2|5/25/2010
S009226178|JAPN&|121|3.8|2010-2011|Fall|5|11/27/2010
S009226178|BUS&|101|3.8|2010-2011|Fall|5|11/27/2010
S009226178|PHOTO|101|3.5|2010-2011|Fall|5|11/27/2010
S009226178|JAPN|100|4|2010-2011|Fall|2|11/27/2010
S009226178|HIST|255|4|2010-2011|Winter|5|1/11/2011
S009226178|MATH|140|3.6|2010-2011|Winter|5|1/11/2011
S009226178|JAPN&|122|3|2010-2011|Winter|5|1/11/2011
S009226193|CIT|103|3.4|2009-2010|Spring|4|5/25/2010
S009226193|CIT|104|3.4|2009-2010|Spring|3|5/25/2010
S009226193|CIT|120|S|2009-2010|Spring|0.5|5/25/2010
S009226193|MATH|40|3.9|2010-2011|Fall|5|11/27/2010
S009226193|MATH|60|1.1|2010-2011|Winter|5|1/11/2011
S009226193|BRDGE|87|2.8|2010-2011|Winter|3|1/11/2011
S009226197|BRDGE|90|4|2009-2010|Spring|5|5/25/2010
S009226197|MATH|80|2|2009-2010|Spring|5|5/25/2010
S009226197|ENGL&|101|2|2010-2011|Summer|5|7/10/2010
S009226197|MATH|90|1|2010-2011|Summer|5|7/10/2010
S009226197|HLTH|105|4|2010-2011|Summer|4|7/10/2010
S009226197|ENGL&|102|4|2010-2011|Fall|5|11/27/2010
S009226197|CHEM&|121|3.1|2010-2011|Fall|4|11/27/2010
S009226197|CHEM&|121L|3.1|2010-2011|Fall|1|11/27/2010
S009226197|SHS|185|4|2010-2011|Winter|5|1/11/2011
S009226197|MATH|90|3|2010-2011|Winter|5|1/11/2011
S009226197|CHEM&|131|3.3|2010-2011|Winter|4|1/11/2011
S009226445|ART|101|4|2009-2010|Spring|5|5/25/2010
S009226445|ART|170|3.5|2009-2010|Spring|5|5/25/2010
S009226445|MUSC|113|4|2009-2010|Spring|2|5/25/2010
S009226445|MUSC|101|4|2010-2011|Summer|5|7/10/2010
S009226445|ART|171|3.8|2010-2011|Summer|5|7/10/2010
S009226445|ART|172|4|2010-2011|Fall|5|11/27/2010
S009226445|MUSC|102|4|2010-2011|Fall|5|11/27/2010
S009226445|MUSC|211|4|2010-2011|Fall|2|11/27/2010
S009226445|MUSC|117|4|2010-2011|Fall|2|11/27/2010
S009226445|MATH|80|4|2010-2011|Winter|5|1/11/2011
S009226445|GEOG|100|2.4|2010-2011|Winter|5|1/11/2011
S009226445|ART|198|4|2010-2011|Winter|1|1/11/2011
S009226462|CS|115|2.9|2009-2010|Spring|5|5/25/2010
S009226462|ENVS&|101|2.8|2009-2010|Spring|5|5/25/2010
S009226462|PE|103|4|2009-2010|Spring|2|5/25/2010
S009226462|MGMT|130|3.6|2010-2011|Fall|5|11/27/2010
S009226462|ECON&|201|2.9|2010-2011|Fall|5|11/27/2010
S009226462|MUSC|111|3.9|2010-2011|Fall|2|11/27/2010
S009226462|BUS|130|3.5|2010-2011|Winter|5|1/11/2011
S009226462|BUS&|101|2.7|2010-2011|Winter|5|1/11/2011
S009226462|BSTEC|107|0.7|2010-2011|Winter|5|1/11/2011
S009226469|ENGL&|102|2.8|2009-2010|Spring|5|5/25/2010
S009226469|PHIL&|101|3.1|2010-2011|Winter|5|1/11/2011
S009226469|PSYC&|100|2.8|2010-2011|Winter|5|1/11/2011
S009226469|PE|101|4|2010-2011|Winter|2|1/11/2011
S009226755|INTEN|41|4|2009-2010|Spring|5|5/25/2010
S009226755|INTEN|40|4|2009-2010|Spring|5|5/25/2010
S009226755|INTEN|32|4|2009-2010|Spring|5|5/25/2010
S009226755|INTEN|43|3.6|2009-2010|Spring|5|5/25/2010
S009226755|INTEN|72|4|2010-2011|Summer|5|7/10/2010
S009226755|INTEN|53|4|2010-2011|Summer|5|7/10/2010
S009226755|INTEN|50|3.9|2010-2011|Summer|5|7/10/2010
S009226755|INTEN|51|3.7|2010-2011|Summer|5|7/10/2010
S009226755|CHIN&|121|4|2010-2011|Fall|5|11/27/2010
S009226755|EAP|121|3.7|2010-2011|Fall|5|11/27/2010
S009226755|HLTH|100|4|2010-2011|Fall|3|11/27/2010
S009226755|WRITE|95|S|2010-2011|Fall|1|11/27/2010
S009226755|PSYC&|100|4|2010-2011|Winter|5|1/11/2011
S009226755|SOC&|101|3.6|2010-2011|Winter|5|1/11/2011
S009226755|ENGL|100|3.6|2010-2011|Winter|5|1/11/2011
S009226794|INTEN|33|4|2009-2010|Spring|5|5/25/2010
S009226794|INTEN|32|4|2009-2010|Spring|5|5/25/2010
S009226794|INTEN|31|4|2009-2010|Spring|5|5/25/2010
S009226794|INTEN|30|3.7|2009-2010|Spring|5|5/25/2010
S009226794|INTEN|41|4|2010-2011|Summer|5|7/10/2010
S009226794|INTEN|40|4|2010-2011|Summer|5|7/10/2010
S009226794|INTEN|71|3.8|2010-2011|Summer|5|7/10/2010
S009226794|INTEN|43|3.5|2010-2011|Summer|5|7/10/2010
S009226794|INTEN|51|4|2010-2011|Fall|5|11/27/2010
S009226794|INTEN|50|3.6|2010-2011|Fall|5|11/27/2010
S009226794|INTEN|74|3.5|2010-2011|Fall|5|11/27/2010
S009226794|INTEN|53|3.3|2010-2011|Fall|5|11/27/2010
S009226794|BSTEC|130|2.6|2010-2011|Winter|5|1/11/2011
S009226794|BSTEC|107|2.2|2010-2011|Winter|5|1/11/2011
S009226794|BRDGE|87|4|2010-2011|Winter|2|1/11/2011
S009240773|MATH|090I|1|2009-2010|Spring|3|5/25/2010
S009240773|ANTH&|215|2.7|2010-2011|Summer|5|7/10/2010
S009240773|PHIL&|101|2.6|2010-2011|Summer|5|7/10/2010
S009240773|ART|111|4|2010-2011|Fall|5|11/27/2010
S009240773|ART|101|4|2010-2011|Fall|5|11/27/2010
S009240773|ENGL&|101|3|2010-2011|Fall|5|11/27/2010
S009240773|CS|115|2.5|2010-2011|Fall|5|11/27/2010
S009240773|ANTH|201L|2.5|2010-2011|Fall|3|11/27/2010
S009240773|ANTH|201|2.5|2010-2011|Fall|2|11/27/2010
S009240773|PSYC|208|4|2010-2011|Winter|5|1/11/2011
S009240773|HIST|230|3.3|2010-2011|Winter|5|1/11/2011
S009240773|ENGL&|102|1.5|2010-2011|Winter|5|1/11/2011
S009240773|SPAN&|121|0.7|2010-2011|Winter|5|1/11/2011
S009240773|ENVS|105|0|2010-2011|Winter|4|1/11/2011
S009240773|SPAN|100|3|2010-2011|Winter|2|1/11/2011
S009240773|ENVS|105L|0|2010-2011|Winter|1|1/11/2011
S009249605|CS|194|4|2009-2010|Spring|5|5/25/2010
S009249605|ENGL&|101|4|2010-2011|Fall|5|11/27/2010
S009249605|MATH|90|4|2010-2011|Fall|5|11/27/2010
S009249605|CCLS|111|4|2010-2011|Fall|3|11/27/2010
S009249605|CS|115|4|2010-2011|Winter|5|1/11/2011
S009249605|ENGL&|102|3.6|2010-2011|Winter|5|1/11/2011
S009249605|MATH&|141|3.1|2010-2011|Winter|5|1/11/2011
S009266034|BRDGE|115|4|2010-2011|Summer|5|7/10/2010
S009266034|MATH|90|2|2010-2011|Summer|5|7/10/2010
S009266034|MATH&|141|V|2010-2011|Fall|5|11/27/2010
S009266034|ENGL&|101|2.9|2010-2011|Fall|5|11/27/2010
S009266034|PSYC&|100|2.1|2010-2011|Fall|5|11/27/2010
S009266034|PHIL&|101|3.4|2010-2011|Winter|5|1/11/2011
S009266034|ENGL&|102|2.8|2010-2011|Winter|5|1/11/2011
S009266034|ART|127|2.7|2010-2011|Winter|5|1/11/2011
S009266035|ACCT|101|4|2010-2011|Summer|5|7/10/2010
S009266035|ENGL&|101|3.5|2010-2011|Summer|5|7/10/2010
S009266035|MATH|90|2.8|2010-2011|Summer|5|7/10/2010
S009266035|BUS&|101|4|2010-2011|Fall|5|11/27/2010
S009266035|ACCT&|201|3.2|2010-2011|Fall|5|11/27/2010
S009266035|ECON&|201|2|2010-2011|Fall|5|11/27/2010
S009266035|HIST|105|3.7|2010-2011|Winter|5|1/11/2011
S009266035|PHIL&|101|3|2010-2011|Winter|5|1/11/2011
S009266039|MATH&|141|4|2010-2011|Summer|5|7/10/2010
S009266039|EAP|131|3.8|2010-2011|Summer|5|7/10/2010
S009266039|PSYC&|100|3.6|2010-2011|Summer|5|7/10/2010
S009266039|PSYC&|200|4|2010-2011|Fall|5|11/27/2010
S009266039|SOC&|101|4|2010-2011|Fall|5|11/27/2010
S009266039|ENGL|100|3.6|2010-2011|Fall|5|11/27/2010
S009266039|ENGL&|101|3.6|2010-2011|Winter|5|1/11/2011
S009266039|CMST&|220|3.5|2010-2011|Winter|5|1/11/2011
S009266039|MATH&|146|3.2|2010-2011|Winter|5|1/11/2011
S009266065|ACCT|101|3.7|2010-2011|Summer|5|7/10/2010
S009266065|BRDGE|110|4|2010-2011|Fall|5|11/27/2010
S009266065|BRDGE|90|4|2010-2011|Fall|5|11/27/2010
S009266065|CCLS|100|S|2010-2011|Fall|2|11/27/2010
S009266065|BRDGE|93|4|2010-2011|Winter|5|1/11/2011
S009266065|MATH|91|4|2010-2011|Winter|5|1/11/2011
S009266065|ACCT&|201|2.9|2010-2011|Winter|5|1/11/2011
S009266069|BSTEC|130|0|2010-2011|Summer|5|7/10/2010
S009266069|BSTEC|110|0|2010-2011|Summer|5|7/10/2010
S009266069|JOBDV|130|I|2010-2011|Summer|4|7/10/2010
S009266069|ENRGY|102|N|2010-2011|Fall|5|11/27/2010
S009266069|BSTEC|100|3.1|2010-2011|Fall|4|11/27/2010
S009266069|ENRGY|100|2.6|2010-2011|Fall|3|11/27/2010
S009266069|BSTEC|110|2|2010-2011|Winter|5|1/11/2011
S009266069|ENRGY|102|0|2010-2011|Winter|5|1/11/2011
S009266069|BSTEC|129|1.4|2010-2011|Winter|3|1/11/2011
S009266070|BSTEC|107|W|2010-2011|Summer|5|7/10/2010
S009266070|BUS|130|V|2010-2011|Summer|5|7/10/2010
S009266070|JOBDV|130|4|2010-2011|Summer|2|7/10/2010
S009266070|BSTEC|107|W|2010-2011|Fall|5|11/27/2010
S009266070|BUS|130|4|2010-2011|Fall|5|11/27/2010
S009266070|BSTEC|100|3.6|2010-2011|Fall|4|11/27/2010
S009266070|ENRGY|102|3.4|2010-2011|Winter|5|1/11/2011
S009266070|ENRGY|100|3.8|2010-2011|Winter|3|1/11/2011
S009266070|ENRGY|105|2.5|2010-2011|Winter|3|1/11/2011
S009266070|CIT|110|4|2010-2011|Winter|2|1/11/2011
S009266082|EAP|100|3.5|2010-2011|Summer|10|7/10/2010
S009266082|MATH|90|4|2010-2011|Summer|5|7/10/2010
S009266082|EAP|131|3.4|2010-2011|Fall|5|11/27/2010
S009266082|PSYC&|100|2|2010-2011|Fall|5|11/27/2010
S009266082|HUM|160|S|2010-2011|Fall|1|11/27/2010
S009266082|WRITE|95|S|2010-2011|Fall|1|11/27/2010
S009266082|BRDGE|93|3.6|2010-2011|Winter|5|1/11/2011
S009266082|PSYC&|200|3.2|2010-2011|Winter|5|1/11/2011
S009266082|WRITE|95|S|2010-2011|Winter|2|1/11/2011
S009266087|ECON|140|3.9|2010-2011|Summer|5|7/10/2010
S009266087|ENGR&|114|2.5|2010-2011|Summer|5|7/10/2010
S009266087|MATH&|152|2|2010-2011|Summer|5|7/10/2010
S009266087|HIST|215|3.4|2010-2011|Fall|5|11/27/2010
S009266087|ENGR&|214|3|2010-2011|Fall|5|11/27/2010
S009266087|BUS&|101|2.9|2010-2011|Winter|5|1/11/2011
S009266087|ENGR&|225|2.5|2010-2011|Winter|5|1/11/2011
S009266087|PE|102|4|2010-2011|Winter|2|1/11/2011
S009266089|BUS&|101|3.4|2010-2011|Summer|5|7/10/2010
S009266089|MATH|060I|2.7|2010-2011|Summer|5|7/10/2010
S009266089|PSYC&|100|1|2010-2011|Summer|5|7/10/2010
S009266089|BRDGE|90|4|2010-2011|Fall|5|11/27/2010
S009266089|MATH|80|2.4|2010-2011|Fall|5|11/27/2010
S009266089|PE|120|4|2010-2011|Fall|1.5|11/27/2010
S009266089|PE|117|4|2010-2011|Fall|1.5|11/27/2010
S009266089|MATH|90|W|2010-2011|Winter|5|1/11/2011
S009266089|ANTH&|100|3.4|2010-2011|Winter|5|1/11/2011
S009266089|ACD|140|2|2010-2011|Winter|5|1/11/2011
S009266089|BRDGE|93|1.5|2010-2011|Winter|5|1/11/2011
S009266121|BRDGE|90|4|2010-2011|Summer|5|7/10/2010
S009266121|BSTEC|130|3.6|2010-2011|Summer|5|7/10/2010
S009266121|CCLS|100|S|2010-2011|Summer|2|7/10/2010
S009266121|BRDGE|87|S|2010-2011|Summer|2|7/10/2010
S009266121|BSTEC|109|3.5|2010-2011|Fall|5|11/27/2010
S009266121|BSTEC|107|2.9|2010-2011|Fall|5|11/27/2010
S009266121|BSTEC|104|4|2010-2011|Fall|3|11/27/2010
S009266121|SHS|170|4|2010-2011|Fall|1|11/27/2010
S009266121|BSTEC|110|4|2010-2011|Winter|5|1/11/2011
S009266121|BSTEC|106|3.8|2010-2011|Winter|5|1/11/2011
S009266121|BSTEC|115|4|2010-2011|Winter|3|1/11/2011
S009266126|ENGL&|101|3.9|2010-2011|Summer|5|7/10/2010
S009266126|PHIL&|101|3.6|2010-2011|Summer|5|7/10/2010
S009266126|MATH&|141|3.9|2010-2011|Fall|5|11/27/2010
S009266126|ENGR|231|3.7|2010-2011|Fall|5|11/27/2010
S009266126|PHIL&|106|3|2010-2011|Fall|5|11/27/2010
S009266126|MATH&|142|V|2010-2011|Winter|5|1/11/2011
S009266126|ENGL|161|3|2010-2011|Winter|5|1/11/2011
S009266126|HLTH|150|3.4|2010-2011|Winter|3|1/11/2011
S009266149|BSTEC|110|4|2010-2011|Summer|5|7/10/2010
S009266149|CONST|141|4|2010-2011|Summer|4|7/10/2010
S009266149|CONST|100|4|2010-2011|Summer|4|7/10/2010
S009266149|CONST|200|4|2010-2011|Fall|4|11/27/2010
S009266149|CONST|145|4|2010-2011|Fall|4|11/27/2010
S009266149|CONST|160|4|2010-2011|Fall|3|11/27/2010
S009266149|CONST|280|3.8|2010-2011|Fall|3|11/27/2010
S009266149|CONST|155|S|2010-2011|Fall|0.5|11/27/2010
S009266149|CONST|270|4|2010-2011|Winter|4|1/11/2011
S009266149|CONST|266|4|2010-2011|Winter|4|1/11/2011
S009266149|CONST|185|4|2010-2011|Winter|4|1/11/2011
S009266151|MATH|060I|4|2010-2011|Summer|5|7/10/2010
S009266151|BRDGE|90|4|2010-2011|Fall|5|11/27/2010
S009266151|MATH|80|4|2010-2011|Fall|5|11/27/2010
S009266151|BRDGE|93|4|2010-2011|Winter|5|1/11/2011
S009266151|MATH|90|4|2010-2011|Winter|5|1/11/2011
S009266196|MATH|90|2.4|2010-2011|Summer|5|7/10/2010
S009266196|ENGL&|101|0.7|2010-2011|Fall|5|11/27/2010
S009266196|MATH&|141|0|2010-2011|Fall|5|11/27/2010
S009266196|HUM|105|0|2010-2011|Fall|5|11/27/2010
S009266250|CCLS|100|S|2010-2011|Summer|2|7/10/2010
S009266250|JOBDV|110|S|2010-2011|Summer|1|7/10/2010
S009266250|BRDGE|90|4|2010-2011|Fall|5|11/27/2010
S009266250|BRDGE|110|2.6|2010-2011|Fall|5|11/27/2010
S009266250|MATH|90|1|2010-2011|Fall|5|11/27/2010
S009266250|BRDGE|93|3.9|2010-2011|Winter|5|1/11/2011
S009266250|MATH&|141|0|2010-2011|Winter|5|1/11/2011
S009266250|BRDGE|115|0|2010-2011|Winter|5|1/11/2011
S009266283|ENGL|100|W|2010-2011|Summer|5|7/10/2010
S009266283|MATH&|141|2.6|2010-2011|Summer|5|7/10/2010
S009266283|PSYC&|100|2|2010-2011|Summer|5|7/10/2010
S009266283|MATH&|142|W|2010-2011|Fall|5|11/27/2010
S009266283|MUSC|101|W|2010-2011|Fall|5|11/27/2010
S009266283|ENGL|100|W|2010-2011|Fall|5|11/27/2010
S009266283|MATH&|142|W|2010-2011|Winter|5|1/11/2011
S009266283|ENGL|100|2.8|2010-2011|Winter|5|1/11/2011
S009266425|CEN|111|3.2|2010-2011|Summer|5|7/10/2010
S009266425|BSTEC|130|3.1|2010-2011|Fall|5|11/27/2010
S009266425|CEN|112|2.8|2010-2011|Fall|2|11/27/2010
S009266425|CEN|112|2.8|2010-2011|Fall|1|11/27/2010
S009266425|SPAN&|121|2.4|2010-2011|Winter|5|1/11/2011
S009266425|SPAN|100|3.4|2010-2011|Winter|2|1/11/2011
S009266933|EAP|100|4|2010-2011|Summer|10|7/10/2010
S009266933|SPAN&|121|3.7|2010-2011|Summer|5|7/10/2010
S009266933|SPAN|100|4|2010-2011|Summer|2|7/10/2010
S009266933|ACCT&|201|4|2010-2011|Fall|5|11/27/2010
S009266933|EAP|121|4|2010-2011|Fall|5|11/27/2010
S009266933|BUS&|101|4|2010-2011|Fall|5|11/27/2010
S009266933|ECON&|202|4|2010-2011|Winter|5|1/11/2011
S009266933|ACCT&|202|4|2010-2011|Winter|5|1/11/2011
S009266933|ENGL|100|3.6|2010-2011|Winter|5|1/11/2011
S009266949|ENGL|100|4|2010-2011|Summer|5|7/10/2010
S009266949|MATH|90|4|2010-2011|Summer|5|7/10/2010
S009266949|PE|100|4|2010-2011|Summer|2|7/10/2010
S009266949|ENGL&|101|2.8|2010-2011|Fall|5|11/27/2010
S009266949|FRCH&|121|2.5|2010-2011|Fall|5|11/27/2010
S009266949|MATH&|141|1.4|2010-2011|Fall|5|11/27/2010
S009266949|FRCH|100|2.5|2010-2011|Fall|2|11/27/2010
S009266949|ENGL&|102|3|2010-2011|Winter|5|1/11/2011
S009266949|MATH&|141|2.8|2010-2011|Winter|5|1/11/2011
S009266949|ENGR|100|4|2010-2011|Winter|3|1/11/2011
S009270256|MATH&|152|W|2010-2011|Fall|5|11/27/2010
S009270256|PHIL&|106|3.7|2010-2011|Fall|5|11/27/2010
S009270256|ENGL&|101|3.6|2010-2011|Fall|5|11/27/2010
S009270256|HIST&|148|3.9|2010-2011|Winter|5|1/11/2011
S009270256|SPAN&|121|3.9|2010-2011|Winter|5|1/11/2011
S009270256|ENGL&|102|3.2|2010-2011|Winter|5|1/11/2011
S009270256|PE|124|3.8|2010-2011|Winter|2|1/11/2011
S009270256|SPAN|100|3.8|2010-2011|Winter|2|1/11/2011
S009339470|MUSC|101|4|2010-2011|Fall|5|11/27/2010
S009339470|CMST&|101|3.3|2010-2011|Fall|5|11/27/2010
S009339470|MATH&|141|2.6|2010-2011|Fall|5|11/27/2010
S009339470|MUSC|102|4|2010-2011|Winter|5|1/11/2011
S009339470|PHIL&|101|2|2010-2011|Winter|5|1/11/2011
S009339470|MATH&|142|0.7|2010-2011|Winter|5|1/11/2011
S009339470|HLTH|100|4|2010-2011|Winter|3|1/11/2011
S009339485|DRMA&|101|4|2010-2011|Fall|5|11/27/2010
S009339485|ENGL&|101|2.9|2010-2011|Fall|5|11/27/2010
S009339485|HUM|105|2.7|2010-2011|Fall|5|11/27/2010
S009339485|HLTH|100|3.7|2010-2011|Fall|3|11/27/2010
S009339485|DRMA|178|4|2010-2011|Fall|1|11/27/2010
S009339485|SPAN&|121|3.9|2010-2011|Winter|5|1/11/2011
S009339485|MATH|90|3.5|2010-2011|Winter|5|1/11/2011
S009339485|ENGL&|102|3.2|2010-2011|Winter|5|1/11/2011
S009339485|SPAN|100|4|2010-2011|Winter|2|1/11/2011
S009339496|EAP|98|3.5|2010-2011|Fall|10|11/27/2010
S009339496|EAP|121|3.5|2010-2011|Winter|5|1/11/2011
S009339496|MATH|80|2.1|2010-2011|Winter|5|1/11/2011
S009339516|BRDGE|115|3.8|2010-2011|Fall|5|11/27/2010
S009339516|MATH|80|3.7|2010-2011|Fall|5|11/27/2010
S009339516|ENGL&|101|3.1|2010-2011|Winter|5|1/11/2011
S009339516|PSYC&|100|1.8|2010-2011|Winter|5|1/11/2011
S009339516|MATH|90|1.5|2010-2011|Winter|5|1/11/2011
S009339524|PE|101|4|2010-2011|Fall|2|11/27/2010
S009339524|BRDGE|93|3.7|2010-2011|Winter|5|1/11/2011
S009339524|MATH|60|3.5|2010-2011|Winter|5|1/11/2011
S009339545|BRDGE|88|4|2010-2011|Fall|5|11/27/2010
S009339545|MATH|80|3.6|2010-2011|Fall|5|11/27/2010
S009339545|HLTH|150|4|2010-2011|Fall|3|11/27/2010
S009339545|ENGL&|101|3.3|2010-2011|Winter|5|1/11/2011
S009339545|SOC&|101|2.9|2010-2011|Winter|5|1/11/2011
S009339545|MATH|90|2.8|2010-2011|Winter|5|1/11/2011
S009339550|MATH|80|2|2010-2011|Fall|5|11/27/2010
S009339550|BRDGE|93|1.3|2010-2011|Fall|5|11/27/2010
S009339550|MATH|90|W|2010-2011|Winter|5|1/11/2011
S009339550|BRDGE|115|2.4|2010-2011|Winter|5|1/11/2011
S009339551|EAP|121|3.7|2010-2011|Fall|5|11/27/2010
S009339551|MATH|90|2.2|2010-2011|Fall|5|11/27/2010
S009339551|PE|134|4|2010-2011|Fall|2|11/27/2010
S009339551|COMM|101|3.8|2010-2011|Winter|5|1/11/2011
S009339551|ENGL|100|3.4|2010-2011|Winter|5|1/11/2011
S009339551|MATH&|141|3.3|2010-2011|Winter|5|1/11/2011
S009339561|CIS|100|4|2010-2011|Fall|5|11/27/2010
S009339561|CEN|150|4|2010-2011|Fall|3|11/27/2010
S009339561|CEN|166|4|2010-2011|Fall|2|11/27/2010
S009339561|BSTEC|110|4|2010-2011|Winter|5|1/11/2011
S009339561|CIS|102|4|2010-2011|Winter|5|1/11/2011
S009339563|AHE|110|3.1|2010-2011|Fall|5|11/27/2010
S009339563|AHE|116|3.6|2010-2011|Fall|4|11/27/2010
S009339563|BSTEC|104|3.7|2010-2011|Fall|3|11/27/2010
S009339563|SHS|170|4|2010-2011|Fall|1|11/27/2010
S009339563|AHE|162|3|2010-2011|Winter|6|1/11/2011
S009339563|AHE|155|I|2010-2011|Winter|3|1/11/2011
S009339563|ECE|238|3|2010-2011|Winter|3|1/11/2011
S009339563|AHE|164|S|2010-2011|Winter|2|1/11/2011
S009339563|JOBDV|155|S|2010-2011|Winter|2|1/11/2011
S009339563|AHE|115|S|2010-2011|Winter|1|1/11/2011
S009339563|AHE|155|I|2010-2011|Winter|1|1/11/2011
S009339566|BRDGE|110|4|2010-2011|Fall|5|11/27/2010
S009339566|MATH|40|4|2010-2011|Fall|5|11/27/2010
S009339566|SPAN&|121|3.9|2010-2011|Fall|5|11/27/2010
S009339566|BRDGE|90|3.9|2010-2011|Fall|5|11/27/2010
S009339566|SPAN|100|3.9|2010-2011|Fall|2|11/27/2010
S009339566|BRDGE|115|4|2010-2011|Winter|5|1/11/2011
S009339566|BRDGE|93|4|2010-2011|Winter|5|1/11/2011
S009339566|MATH|60|4|2010-2011|Winter|5|1/11/2011
S009339566|HLTH|100|3.4|2010-2011|Winter|3|1/11/2011
S009339568|MUSC|126|3.9|2010-2011|Fall|5|11/27/2010
S009339568|ENGL&|101|3.3|2010-2011|Fall|5|11/27/2010
S009339568|MUSC|117|3|2010-2011|Fall|2|11/27/2010
S009339568|ENGL&|102|3.2|2010-2011|Winter|5|1/11/2011
S009339568|MATH&|141|2|2010-2011|Winter|5|1/11/2011
S009339568|MUSC|127|4|2010-2011|Winter|3|1/11/2011
S009339568|MUSC|200|4|2010-2011|Winter|2|1/11/2011
S009339574|BRDGE|90|3.2|2010-2011|Fall|5|11/27/2010
S009339574|BRDGE|110|2.7|2010-2011|Fall|5|11/27/2010
S009339574|MATH|60|2|2010-2011|Fall|5|11/27/2010
S009339574|CCLS|100|W|2010-2011|Fall|2|11/27/2010
S009339574|BRDGE|93|3.9|2010-2011|Winter|5|1/11/2011
S009339574|BRDGE|115|3.7|2010-2011|Winter|5|1/11/2011
S009339574|MATH|80|2.8|2010-2011|Winter|5|1/11/2011
S009339574|CCLS|106|4|2010-2011|Winter|1|1/11/2011
S009339576|EAP|100|3.4|2010-2011|Fall|10|11/27/2010
S009339576|MATH|90|3.2|2010-2011|Fall|5|11/27/2010
S009339576|EAP|121|2.6|2010-2011|Winter|5|1/11/2011
S009339576|MATH&|141|1.4|2010-2011|Winter|5|1/11/2011
S009339576|EAP|108|2|2010-2011|Winter|3|1/11/2011
S009339589|MATH|60|3|2010-2011|Fall|5|11/27/2010
S009339589|ENGL&|101|0.7|2010-2011|Fall|5|11/27/2010
S009339589|CCLS|100|U|2010-2011|Fall|2|11/27/2010
S009339589|PHIL&|101|2|2010-2011|Winter|5|1/11/2011
S009339589|MATH|80|1|2010-2011|Winter|5|1/11/2011
S009339589|PE|101|0|2010-2011|Winter|2|1/11/2011
S009339608|PHIL&|106|0|2010-2011|Fall|5|11/27/2010
S009339608|SOC&|101|0|2010-2011|Winter|5|1/11/2011
S009339616|BUS|130|3.8|2010-2011|Fall|5|11/27/2010
S009339616|SHS|103|2.8|2010-2011|Fall|5|11/27/2010
S009339616|ACD|140|2.5|2010-2011|Fall|5|11/27/2010
S009339616|ACD|242|2|2010-2011|Winter|4|1/11/2011
S009339616|SHS|116|3|2010-2011|Winter|3|1/11/2011
S009339616|ACD|113|2.3|2010-2011|Winter|3|1/11/2011
S009339616|SHS|121|1.6|2010-2011|Winter|3|1/11/2011
S009339616|SHS|107|2.9|2010-2011|Winter|2|1/11/2011
S009339619|MATH|40|4|2010-2011|Fall|5|11/27/2010
S009339619|BRDGE|87|3.3|2010-2011|Fall|5|11/27/2010
S009339619|PE|111|4|2010-2011|Fall|2|11/27/2010
S009339619|BRDGE|88|2.9|2010-2011|Winter|5|1/11/2011
S009339619|MATH|60|2.8|2010-2011|Winter|5|1/11/2011
S009339619|SHS|107|4|2010-2011|Winter|2|1/11/2011
S009339624|ANTH&|100|4|2010-2011|Fall|5|11/27/2010
S009339624|ENGL&|101|2.5|2010-2011|Fall|5|11/27/2010
S009339624|PE|152|3.6|2010-2011|Fall|3|11/27/2010
S009339624|COMM|101|2.7|2010-2011|Winter|5|1/11/2011
S009339624|BUS&|101|2.5|2010-2011|Winter|5|1/11/2011
S009339624|MATH|80|1.1|2010-2011|Winter|5|1/11/2011
S009339624|PE|120|4|2010-2011|Winter|1.5|1/11/2011
S009339628|BRDGE|93|4|2010-2011|Fall|5|11/27/2010
S009339628|BRDGE|115|3|2010-2011|Fall|5|11/27/2010
S009339628|MATH|90|2.1|2010-2011|Fall|5|11/27/2010
S009339628|ENGL|100|2.2|2010-2011|Winter|5|1/11/2011
S009339628|MATH&|141|1.8|2010-2011|Winter|5|1/11/2011
S009339628|PE|105|3.5|2010-2011|Winter|3|1/11/2011
S009339629|MATH|80|3.2|2010-2011|Winter|5|1/11/2011
S009339629|ENGL|100|2.8|2010-2011|Winter|5|1/11/2011
S009339629|CCLS|100|S|2010-2011|Winter|2|1/11/2011
S009339639|SPAN&|121|3.9|2010-2011|Fall|5|11/27/2010
S009339639|MATH|90|2.4|2010-2011|Fall|5|11/27/2010
S009339639|SPAN|100|3.7|2010-2011|Fall|2|11/27/2010
S009339639|SPAN&|123|3.7|2010-2011|Winter|5|1/11/2011
S009339639|MATH&|141|2.4|2010-2011|Winter|5|1/11/2011
S009339642|BRDGE|115|4|2010-2011|Fall|5|11/27/2010
S009339642|PE|146|4|2010-2011|Fall|1|11/27/2010
S009339642|MATH|60|2.9|2010-2011|Winter|5|1/11/2011
S009339642|ENGL|100|2.5|2010-2011|Winter|5|1/11/2011
S009339642|PE|111|4|2010-2011|Winter|2|1/11/2011
S009339643|ENGL&|101|3.3|2010-2011|Fall|5|11/27/2010
